序号,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码,,
2509,64f796be-d1ea-4ad2-ab7a-5c4f1fecf129,黄岩区医疗卫生中心建设工程（室内装饰）,A3310011060002244001001,25:09.0,深圳市特艺达装饰设计工程有限公司,91440300192259171M,85790213,刘惠仁,390,合格,黄岩区医疗卫生中心建设工程项目,12:08.0,331001,,台州市公共资源交易中心,,,台州市黄岩区建设工程招投标管理办公室,,A3310011060,,
2510,09230f0a-73c2-45e9-8855-284cb15cfc9e,临海市河头镇姚宅村路灯亮化工程,A3310821150002426001001,02:04.0,温州城鼎建设有限公司,91330322MA2L2QHT7G,968711,赵祥强,0,合格,临海市河头镇姚宅村路灯亮化工程,02:04.0,331000,0,临海市公共资源交易中心,,,临海市公共资源交易管理办公室,,A3310821150,,
2511,fdd29e67-e60c-4fdf-997a-9566c347e02c,第11施工标段,Y3300000007000276002001,00:00.0,浙江路业建设工程有限公司,91330481685570718B,241342244,张景龙,900,无,（非重点）81省道温岭段改建工程,10:31.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020,,
2512,6709ac4b-5a5b-4b03-a2ff-46a3ea18b058,兰江古水道沿线林相改造工程EPC总承包,A3307810870000832832049,31:55.0,浙江龙厦建设集团有限公司,91330781147402004N,24021000,曹姗,80,设计要求的质量标准：符合国家相关规定标准。施工要求的质量标准：不低于国家相关验收的合格标准。,兰江古水道沿线林相改造工程EPC总承包,00:00.0,330781,,兰溪市公共资源交易中心,,,兰溪市住房与城乡建设局,,A3307810870,,
2513,3215eccd-54bb-4d7c-bc41-3fd5f393f483,苍南县江南再生水厂（江南污水处理厂）工程（一期）土建安装工程,A3303270480001522001001,53:22.0,湖南星大建设集团有限公司,9.143E+17,284256127,廖新文,600,1,苍南县江南再生水厂（江南污水处理厂）工程（一期）土建安装工程,50:51.0,330327,,苍南县公共资源交易中心,,,苍南县住房与城乡规划建设局;,,A3303270480,,
2514,217f6205-7ec7-46f6-aca7-ee7f902e25a3,鄣吴镇昌硕文化街区保护提升项目-龙上线景观提升工程（一期）,A3305230700001713001001,48:44.0,浙江妙峰生态建设有限公司,9.13305E+17,5699666,徐雪峰,0,合格,鄣吴镇昌硕文化街区保护提升项目-龙上线景观提升工程（一期）,49:58.0,330523,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700,,
2515,bea930e7-31c3-424f-b30d-fd7b7dd6524a,瑞安市京屿线马屿段路面改造提升工程,A3303810530000688_01000,35:40.0,浙江嘉鸿建设工程有限公司,91330381679572290E,9300030,陈志云,365,合格,瑞安市京屿线马屿段路面改造提升工程,35:23.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
2516,675dcec1-66a6-474b-b38e-6e4a0d6b623f,四堡七堡单元JG1402-R22-49地块社区配套服务中心监理,A3301010060503244001212,00:00.0,浙江江南工程管理股份有限公司,9133000072008517XG,2075671,江秀,0,无,四堡七堡单元JG1402-R22-49地块社区配套服务中心监理,17:12.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标造价服务中心,,A3301010060,,
2517,2cec8799-b201-4404-b157-aefa1e984122,画水镇美丽城镇建设项目,A3307830890002260260253,58:09.0,浙江华舟建设有限公司,91330482569372618N,45046800,童建祥,730,合格,画水镇美丽城镇建设项目,00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890,,
2519,f5107109-318c-4a47-9a25-ec2ad78a4479,展茅街道沙井村（上潘孙自然村）渔农村生活污水提标改造工程,A3309031020000487001001,38:48.0,浙江自贸区鹏鲲电力建设有限公司,91330900MA2DM2K568,7196312,俞奕奕,0,合格,展茅街道沙井村（上潘孙自然村）渔农村生活污水提标改造工程,38:48.0,330903,,舟山市公共资源交易中心普陀区分中心,,,普陀区住建局,,A3309031020,,
2520,0c271362-5995-46e9-aeba-f724dd6d1f51,平安桥路（康园路-康贤路）,A3301010060301734001001,00:00.0,杭州禹航建设工程有限公司,91330110710991304U,27450875,姚燕华,0,无,平安桥路（康园路-康贤路）,22:49.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标造价服务中心,,A3301010060,,
2521,8a16cfc2-47d2-4d43-ae94-19c71b8b90d7,甬临线（山河岭至岔路段）复线路面改造工程勘察设计,B33022603000002290016-1,50:18.0,宁波市交通规划设计研究院有限公司,91330212419532356D,997325,韩剑,92,合格,甬临线（山河岭至岔路段）复线路面改造工程勘察设计,35:53.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300,,
2522,4fc87764-111f-4c91-8948-06f395d5283d,温州市核心片区葡萄棚单元B-13a、B-13b地块燃气工程,A3303020420000201001001,52:00.0,重庆旭凯建设集团有限公司,91500233208150059U,3947127,徐继贞,365,符合现行国家有关工程施工验收规范和标准的 合格  要求,温州市核心片区葡萄棚单元B-13a、B-13b地块燃气工程,46:19.0,330302,,温州市行政审批与公共资源交易管理服务中心鹿城分中心,,,温州市鹿城区建设工程招投标管理站,,A3303020420,,
2523,f8da9b14-4aa9-418a-9a0e-ca52eecd50c5,象山县大中庄至城东污水处理厂污水输送工程,A3302250290000651001001,00:00.0,宁波裕得建设工程有限公司,9.13303E+17,20209354,马烈,270,按国家施工验收规范一次性验收合格,象山县大中庄至城东污水处理厂污水输送工程,16:16.0,330225,,象山县公共资源交易平台,,,象山县公共资源交管办,,A3302250290,,
2524,526c88db-42a3-4946-a9f4-ee43430726bc,2020-2021年度南湖区解放街道生活小区“污水零直排区”改造项目（江南太阳城区块）设计采购施工（EPC）总承包,A3304010550001138001001,37:45.0,嘉兴市规划设计研究院有限公司,9.13304E+17,13731595,傅昆仑,0,/,2020-2021年度南湖区解放街道生活小区“污水零直排区”改造项目（江南太阳城区块）设计采购施工（EPC）总承包,37:45.0,330402,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2525,3cede678-320d-4122-b261-d8e5a8a53d41,衢州学院氟硅钴新材料绿色制造训研创基地项目-学生公寓工程,A3308010017760010010000,27:08.0,信实环境建设集团有限公司,9.13308E+17,59248257,吴土青,0,无,衢州学院氟硅钴新材料绿色制造训研创基地项目,27:08.0,330801,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910,,
2526,e91447d4-419c-4219-9ae7-ec8433704374,2020桐庐县横村镇农村污水改造项目横村区块,A3301220150300005001001,00:00.0,浙江中腾建设有限公司,9133012272004081X0,5190993,胡晓霞,0,无,2020桐庐县横村镇农村污水改造项目横村区块,10:49.0,330122,,桐庐县招投标服务中心,,,桐庐县住房和城乡建设局,,A3301220150,,
2527,acfd4284-2c3f-427f-922b-9b3a0a03c745,鹿城区山福镇全域土地整治及生态修复工程一期（江南村农村综合整治工程）,A3303020420000308001001,50:00.0,腾方建设有限公司,91330302564428061B,23359038,麻建周,300,合格,鹿城区山福镇全域土地整治及生态修复工程一期（江南村农村综合整治工程）,44:17.0,330302,,温州市行政审批与公共资源交易管理服务中心鹿城分中心,,,温州市鹿城区建设工程招标投标管理站,,A3303020420,,
2528,221fa50f-045d-4ed9-ac93-9407bfe240a5,溪龙乡“白茶小镇”石家村综合改造路西区块市政工程（一期）工程总承包（EPC）,A3205820001000099001001,47:38.0,浙江安吉晟辉建设有限公司,91330523693629927C,6299010,吴森良,0,合格,溪龙乡“白茶小镇”石家村综合改造路西区块市政工程,47:38.0,330523,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700,,
2529,d374f953-5304-48bd-b84d-7f56d4473976,苍南县国投数字大厦建设工程施工总承包,A3303270480001348001001,43:31.0,广西建工第一建筑工程集团有限公司,91450000198229934T,128216632,卢俊宇,720,1,苍南县国投数字大厦建设工程施工总承包,42:41.0,330327,,苍南县公共资源交易中心,,,苍南县住房与城乡规划建设局;,,A3303270480,,
2530,a6603e77-8c50-4535-aec5-dcf58f4a5ee0,宁海县下洋涂农田引水灌溉及农业配套基础设施提升工程-下洋涂旱地改造水田工程总承包（EPC）,A3302260300000667001001,00:00.0,上海勘测设计研究院有限公司,91310109425010781E,192697686,周志业,365,设计质量要求: 按国家技术规范、标准及规程，达到施工图设计深度。施工质量要求：按国家及行业施工验收规范一次性验收合格。,宁海县下洋涂农田引水灌溉及农业配套基础设施提升工程-下洋涂旱地改造水田工程总承包（EPC）,44:04.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300,,
2531,195ccee2-dc00-4960-a07c-5d233d0eb028,宁东新城烟涛路及桥梁工程,B33022603000003230013-1,00:00.0,浙江跃龙园林建设有限公司,9.13302E+17,59321256,丁鸿,540,合格,宁东新城烟涛路及桥梁工程,12:34.0,330226,,宁海县公共资源交易中心,,,宁海县公共资源交易管理办公室,,A3302260300,,
2532,58a85dc1-0c1c-421e-b053-05a37ede1b04,盐平春晓公建维修项目,A3304240590000425001001,43:55.0,嘉兴瑞达建设有限公司,91330424MA2B8PL14G,264257,张杰,0,/,盐平春晓公建维修项目,43:55.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590,,
2533,2f9e4d04-8c54-4b1f-b942-cb634234b535,2019年衢州市柯城区石室乡乌引干渠片高标准农田建设项目（南片）,A3308010005300010010000,03:46.0,浙江东科建筑工程有限公司,91330800MA2DGA6K94,5050037,李宴晨,0,合格,2019年衢州市柯城区石室乡乌引干渠片高标准农田建设项目,03:46.0,330801,,衢州市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308010910,,
2534,238455db-5bbf-44e0-8920-95830c4b1f78,东阳市2021年普通国省道养护大中修工程施工第一合同段,A3307830890002849849104,01:53.0,浙江正方交通建设有限公司,91330702726601040Q,9967155,郭飞德,150,满足招标文件要求,东阳市2021年普通国省道养护大中修工程施工,30:00.0,330783,,东阳市公共资源交易中心,,,东阳市交通局,,A3307830890,,
2535,45ecdd1a-ba7b-43c7-8435-c00f0aa4b69f,鉴湖镇骆家葑村农村新社区公共服务中心建设项目（施工）,A3306021280000242001001,00:00.0,浙江有色建设工程有限公司,9.13306E+17,17897750,刘咏梅,350,暂无,鉴湖镇骆家葑村农村新社区公共服务中心建设项目,14:06.0,330601,,绍兴市越城区公共资源交易平台,,,绍兴市公共资源交易中心越城分中心,,A3306021280,,
2536,a080f7cc-3025-40ec-8a65-0f3ba714c2e6,峡口镇生态公墓扩建工程,A3308810000640010010000,51:24.0,浙江鑫冠园林建设有限公司,91330881570555518W,5545287.17,郑星星,0,符合现行工程施工质量验收规范和标准及施工图纸要求，一次性验收合格。,峡口镇生态公墓扩建工程,51:24.0,330881,,江山市公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308810990,,
2537,b5db69af-2f30-4f02-9b84-8d7221f7bdea,临空示范区“临空?星城名院”一期工程项目监理,A3306030730001259001001,12:45.0,同创工程设计有限公司,91330600742005425K,3060000,顾国卫,1000,合格,临空示范区“临空?星城名院”一期工程项目监理,30:00.0,330603,下浮率,绍兴市柯桥区公共资源交易中心,,,绍兴市柯桥区公共资源交易管理委员会办公室,,A3306030730,,
2538,44ef3dd4-f56f-4eb6-8470-348447e1b3e1,2020年海盐县农村污水零直排工程一标段,A3304240590001334001001,20:02.0,浙江协和建设有限公司,9.13304E+17,24031415,黄军,0,/,2020年海盐县农村污水零直排工程,20:02.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590,,
2539,dd78810e-9ed3-4e50-a6e1-0dc8e743b8b6,杭州湾上虞经济技术开发区滨海大道（东二区段）绿化改造工程施工,A3306820700002995001001,26:29.0,湖南省绿林建设集团有限公司,91430000758001672W,60959444,蔡菊香,0,合格,杭州湾上虞经济技术开发区滨海大道（东二区段）绿化改造工程施工,26:27.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
2540,61f32a4c-8c46-4ea4-91c2-5e8a2b4dc980,三环东路停车场工程,A3304010550001653001001,36:10.0,浙江天桂建设有限公司,91330421697032634F,5622710,唐旦阳,0,/,三环东路停车场工程,36:10.0,330403,,嘉兴市公共服务平台,,,新点电子招投标监督平台,,A3304010550,,
2541,9299a8bf-b9f0-4b3d-b6ec-3bf0916be3eb,2020年宁波杭州湾新区新增候车亭、站牌建设工程,XQA20166001360447397865,17:32.0,上海帝邦智能化交通设施有限公司,9.13101E+17,6533431,潘工,0,合格,2020年宁波杭州湾新区新增候车亭、站牌建设工程,30:00.0,330232,,杭州湾公共资源交易中心,,,杭州湾新区公共资源交管办,,A3302321320,,
2542,115d6dc5-98b6-4bae-b830-f3e5fa227da9,南苑中学2020年暑期改造工程,A3307310850000576576581,14:27.0,金华市邦和建设有限公司,91330701MA29PDDK7G,1216029,姚国平,45,合格,南苑中学2020年暑期改造工程,00:00.0,330731,,金华市公共资源交易中心开发区分中心,,,开发区建设局招标办,,A3307310850,,
2543,6dda3783-2c93-42de-bcda-97fab96424ea,温岭市横湖小学新校舍改造工程,A3310811140001321002001,54:06.0,台州市天水建设有限公司,91331002677232380F,3176311,张翔峰,0,合格,温岭市横湖小学新校舍改造工程,54:06.0,331000,0,温岭市公共资源交易中心,,,温岭市公管委,,A3310811140,,
2544,a230b528-6d52-4706-bc21-36ae61cfe3ff,2019年东阳市南市街道高标准农田建设项目,A3307830890001552552102,28:17.0,浙江鼎阳建设有限公司,9.13308E+17,3789201,赵旺伟,140,合格,2019年东阳市南市街道高标准农田建设项目,00:00.0,330783,,东阳市公共资源交易中心,,,东阳市农业农村局,,A3307830890,,
2545,4d95bbc2-2773-43c4-905c-baaa3d3bf0c9,深塘路（国贸大道-同义路）市政工程,YW20210430003-S00100000,41:22.0,金华市春城建设工程有限公司,91330727MA2ECBA293,13462479,陈浩,300,达到国家现行施工验收规范合格标准,深塘路（国贸大道-同义路）市政工程,41:22.0,330782,,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880,,
